Cement (component 1)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
491.0 ,201.0 ,699.0 ,822.0 ,123.0 ,26.0 ,3.9 ,56 ,61.86 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,28 ,62.05 
424.0 ,178.0 ,750.0 ,882.0 ,132.0 ,22.0 ,8.5 ,3 ,32.01 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,28 ,72.10 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,7 ,39.00 
424.0 ,178.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.5 ,56 ,65.70 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,3 ,32.11 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,7 ,40.29 
424.0 ,168.0 ,750.0 ,822.0 ,132.0 ,22.0 ,8.9 ,56 ,74.36 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,28 ,21.97 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,3 ,9.85 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,7 ,15.07 
202.0 ,206.0 ,801.0 ,942.0 ,141.0 ,11.0 ,1.7 ,56 ,23.25 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,28 ,43.73 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,3 ,13.40 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,7 ,24.13 
284.0 ,179.0 ,801.0 ,842.0 ,141.0 ,15.0 ,5.5 ,56 ,44.52 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,28 ,62.94 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,28 ,59.49 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,3 ,25.12 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,3 ,23.64 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,7 ,35.75 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,7 ,38.61 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,56 ,68.75 
359.0 ,154.0 ,801.0 ,942.0 ,141.0 ,19.0 ,10.9 ,56 ,66.78 
436.0 ,218.0 ,719.7 ,838.4 ,0.0 ,0.0 ,0.0 ,28 ,23.85 
289.0 ,192.0 ,895.3 ,913.2 ,0.0 ,0.0 ,0.0 ,90 ,32.07 
289.0 ,192.0 ,895.3 ,913.2 ,0.0 ,0.0 ,0.0 ,3 ,11.65 
393.0 ,192.0 ,785.6 ,940.6 ,0.0 ,0.0 ,0.0 ,3 ,19.20 
393.0 ,192.0 ,785.6 ,940.6 ,0.0 ,0.0 ,0.0 ,90 ,48.85 
393.0 ,192.0 ,785.6 ,940.6 ,0.0 ,0.0 ,0.0 ,28 ,39.60 
480.0 ,192.0 ,712.2 ,936.2 ,0.0 ,0.0 ,0.0 ,28 ,43.94 
480.0 ,192.0 ,712.2 ,936.2 ,0.0 ,0.0 ,0.0 ,7 ,34.57 
480.0 ,192.0 ,712.2 ,936.2 ,0.0 ,0.0 ,0.0 ,90 ,54.32 
480.0 ,192.0 ,712.2 ,936.2 ,0.0 ,0.0 ,0.0 ,3 ,24.40 
333.0 ,192.0 ,842.6 ,931.2 ,0.0 ,0.0 ,0.0 ,3 ,15.62 
255.0 ,192.0 ,945.0 ,889.8 ,0.0 ,0.0 ,0.0 ,90 ,21.86 
255.0 ,192.0 ,945.0 ,889.8 ,0.0 ,0.0 ,0.0 ,7 ,10.22 
289.0 ,192.0 ,895.3 ,913.2 ,0.0 ,0.0 ,0.0 ,7 ,14.60 
255.0 ,192.0 ,945.0 ,889.8 ,0.0 ,0.0 ,0.0 ,28 ,18.75 
333.0 ,192.0 ,842.6 ,931.2 ,0.0 ,0.0 ,0.0 ,28 ,31.97 
333.0 ,192.0 ,842.6 ,931.2 ,0.0 ,0.0 ,0.0 ,7 ,23.40 
289.0 ,192.0 ,895.3 ,913.2 ,0.0 ,0.0 ,0.0 ,28 ,25.57 
333.0 ,192.0 ,842.6 ,931.2 ,0.0 ,0.0 ,0.0 ,90 ,41.68 
393.0 ,192.0 ,785.6 ,940.6 ,0.0 ,0.0 ,0.0 ,7 ,27.74 
255.0 ,192.0 ,945.0 ,889.8 ,0.0 ,0.0 ,0.0 ,3 ,8.20 
158.8 ,185.7 ,734.3 ,1040.6 ,0.0 ,238.2 ,0.0 ,7 ,9.62 
239.6 ,185.7 ,664.3 ,941.6 ,0.0 ,359.4 ,0.0 ,7 ,25.42 
238.2 ,185.7 ,734.3 ,1040.6 ,0.0 ,158.8 ,0.0 ,7 ,15.69 
181.9 ,185.7 ,714.3 ,1012.4 ,0.0 ,272.8 ,0.0 ,28 ,27.94 
193.5 ,185.7 ,704.3 ,998.2 ,0.0 ,290.2 ,0.0 ,28 ,32.63 
255.5 ,185.7 ,724.3 ,1026.6 ,0.0 ,170.3 ,0.0 ,7 ,17.24 
272.8 ,185.7 ,714.3 ,1012.4 ,0.0 ,181.9 ,0.0 ,7 ,19.77 
239.6 ,185.7 ,664.3 ,941.6 ,0.0 ,359.4 ,0.0 ,28 ,39.44 
220.8 ,185.7 ,744.3 ,1055.0 ,0.0 ,147.2 ,0.0 ,28 ,25.75 
397.0 ,185.7 ,734.3 ,1040.6 ,0.0 ,0.0 ,0.0 ,28 ,33.08 
382.5 ,185.7 ,739.3 ,1047.8 ,0.0 ,0.0 ,0.0 ,7 ,24.07 
210.7 ,185.7 ,689.3 ,977.0 ,0.0 ,316.1 ,0.0 ,7 ,21.82 
158.8 ,185.7 ,734.3 ,1040.6 ,0.0 ,238.2 ,0.0 ,28 ,21.07 
295.8 ,185.7 ,769.3 ,1091.4 ,0.0 ,0.0 ,0.0 ,7 ,14.84 
255.5 ,185.7 ,724.3 ,1026.6 ,0.0 ,170.3 ,0.0 ,28 ,32.05 
203.5 ,185.7 ,759.3 ,1076.2 ,0.0 ,135.7 ,0.0 ,7 ,11.96 
397.0 ,185.7 ,734.3 ,1040.6 ,0.0 ,0.0 ,0.0 ,7 ,25.45 
381.4 ,185.7 ,784.3 ,1104.6 ,0.0 ,0.0 ,0.0 ,28 ,22.49 
295.8 ,185.7 ,769.3 ,1091.4 ,0.0 ,0.0 ,0.0 ,28 ,25.22 
228.0 ,185.7 ,674.3 ,955.8 ,0.0 ,342.1 ,0.0 ,28 ,39.70 
220.8 ,185.7 ,744.3 ,1055.0 ,0.0 ,147.2 ,0.0 ,7 ,13.09 
316.1 ,185.7 ,689.3 ,977.0 ,0.0 ,210.7 ,0.0 ,28 ,38.70 
135.7 ,185.7 ,759.3 ,1076.2 ,0.0 ,203.5 ,0.0 ,7 ,7.51 
238.1 ,185.7 ,789.3 ,1118.8 ,0.0 ,0.0 ,0.0 ,28 ,17.58 
339.2 ,185.7 ,754.3 ,1069.2 ,0.0 ,0.0 ,0.0 ,7 ,21.18 
135.7 ,185.7 ,759.3 ,1076.2 ,0.0 ,203.5 ,0.0 ,28 ,18.20 
193.5 ,185.7 ,704.3 ,998.2 ,0.0 ,290.2 ,0.0 ,7 ,17.20 
203.5 ,185.7 ,759.3 ,1076.2 ,0.0 ,135.7 ,0.0 ,28 ,22.63 
290.2 ,185.7 ,704.3 ,998.2 ,0.0 ,193.5 ,0.0 ,7 ,21.86 
181.9 ,185.7 ,714.3 ,1012.4 ,0.0 ,272.8 ,0.0 ,7 ,12.37 
170.3 ,185.7 ,724.3 ,1026.6 ,0.0 ,155.5 ,0.0 ,28 ,25.73 
210.7 ,185.7 ,689.3 ,977.0 ,0.0 ,316.1 ,0.0 ,28 ,37.81 
228.0 ,185.7 ,674.3 ,955.8 ,0.0 ,342.1 ,0.0 ,7 ,21.92 
290.2 ,185.7 ,704.3 ,998.2 ,0.0 ,193.5 ,0.0 ,28 ,33.04 
381.4 ,185.7 ,784.3 ,1104.6 ,0.0 ,0.0 ,0.0 ,7 ,14.54 
238.2 ,185.7 ,734.3 ,1040.6 ,0.0 ,158.8 ,0.0 ,28 ,26.91 
186.2 ,185.7 ,764.3 ,1083.4 ,0.0 ,124.1 ,0.0 ,7 ,8.00 
339.2 ,185.7 ,754.3 ,1069.2 ,0.0 ,0.0 ,0.0 ,28 ,31.90 
238.1 ,185.7 ,789.3 ,1118.8 ,0.0 ,0.0 ,0.0 ,7 ,10.34 
252.5 ,185.7 ,784.3 ,1111.6 ,0.0 ,0.0 ,0.0 ,28 ,19.77 
382.5 ,185.7 ,739.3 ,1047.8 ,0.0 ,0.0 ,0.0 ,28 ,37.44 
252.5 ,185.7 ,784.3 ,1111.6 ,0.0 ,0.0 ,0.0 ,7 ,11.48 
316.1 ,185.7 ,689.3 ,977.0 ,0.0 ,210.7 ,0.0 ,7 ,24.44 
186.2 ,185.7 ,764.3 ,1083.4 ,0.0 ,124.1 ,0.0 ,28 ,17.60 
170.3 ,185.7 ,724.3 ,1026.6 ,0.0 ,155.5 ,0.0 ,7 ,10.73 
272.8 ,185.7 ,714.3 ,1012.4 ,0.0 ,181.9 ,0.0 ,28 ,31.38 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,3 ,13.22 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,7 ,20.97 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,14 ,27.04 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,28 ,32.04 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,90 ,35.17 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,180 ,36.45 
339.0 ,197.0 ,781.0 ,968.0 ,0.0 ,0.0 ,0.0 ,365 ,38.89 
236.0 ,194.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,3 ,6.47 
236.0 ,194.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,14 ,12.84 
236.0 ,194.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,28 ,18.42 
236.0 ,194.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,90 ,21.95 
236.0 ,193.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,180 ,24.10 
236.0 ,193.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,365 ,25.08 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,14 ,21.26 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,28 ,25.97 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,3 ,11.36 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,90 ,31.25 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,180 ,32.33 
277.0 ,191.0 ,856.0 ,968.0 ,0.0 ,0.0 ,0.0 ,360 ,33.70 
254.0 ,198.0 ,863.0 ,968.0 ,0.0 ,0.0 ,0.0 ,3 ,9.31 
254.0 ,198.0 ,863.0 ,968.0 ,0.0 ,0.0 ,0.0 ,90 ,26.94 
254.0 ,198.0 ,863.0 ,968.0 ,0.0 ,0.0 ,0.0 ,180 ,27.63 
254.0 ,198.0 ,863.0 ,968.0 ,0.0 ,0.0 ,0.0 ,365 ,29.79 
307.0 ,193.0 ,812.0 ,968.0 ,0.0 ,0.0 ,0.0 ,180 ,34.49 
307.0 ,193.0 ,812.0 ,968.0 ,0.0 ,0.0 ,0.0 ,365 ,36.15 
307.0 ,193.0 ,812.0 ,968.0 ,0.0 ,0.0 ,0.0 ,3 ,12.54 
307.0 ,193.0 ,812.0 ,968.0 ,0.0 ,0.0 ,0.0 ,28 ,27.53 
307.0 ,193.0 ,812.0 ,968.0 ,0.0 ,0.0 ,0.0 ,90 ,32.92 
236.0 ,193.0 ,885.0 ,968.0 ,0.0 ,0.0 ,0.0 ,7 ,9.99 
200.0 ,180.0 ,845.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,7 ,7.84 
200.0 ,180.0 ,845.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,28 ,12.25 
225.0 ,181.0 ,833.0 ,1113.0 ,0.0 ,0.0 ,0.0 ,7 ,11.17 
225.0 ,181.0 ,833.0 ,1113.0 ,0.0 ,0.0 ,0.0 ,28 ,17.34 
325.0 ,184.0 ,783.0 ,1063.0 ,0.0 ,0.0 ,0.0 ,7 ,17.54 
325.0 ,184.0 ,783.0 ,1063.0 ,0.0 ,0.0 ,0.0 ,28 ,30.57 
275.0 ,183.0 ,808.0 ,1088.0 ,0.0 ,0.0 ,0.0 ,7 ,14.20 
275.0 ,183.0 ,808.0 ,1088.0 ,0.0 ,0.0 ,0.0 ,28 ,24.50 
300.0 ,184.0 ,795.0 ,1075.0 ,0.0 ,0.0 ,0.0 ,7 ,15.58 
300.0 ,184.0 ,795.0 ,1075.0 ,0.0 ,0.0 ,0.0 ,28 ,26.85 
375.0 ,186.0 ,758.0 ,1038.0 ,0.0 ,0.0 ,0.0 ,7 ,26.06 
375.0 ,186.0 ,758.0 ,1038.0 ,0.0 ,0.0 ,0.0 ,28 ,38.21 
400.0 ,187.0 ,745.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,28 ,43.70 
400.0 ,187.0 ,745.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,7 ,30.14 
250.0 ,182.0 ,820.0 ,1100.0 ,0.0 ,0.0 ,0.0 ,7 ,12.73 
250.0 ,182.0 ,820.0 ,1100.0 ,0.0 ,0.0 ,0.0 ,28 ,20.87 
350.0 ,186.0 ,770.0 ,1050.0 ,0.0 ,0.0 ,0.0 ,7 ,20.28 
350.0 ,186.0 ,770.0 ,1050.0 ,0.0 ,0.0 ,0.0 ,28 ,34.29 
203.5 ,203.5 ,630.0 ,963.4 ,0.0 ,305.3 ,0.0 ,7 ,19.54 
250.2 ,203.5 ,694.1 ,977.6 ,0.0 ,166.8 ,0.0 ,90 ,47.71 
157.0 ,192.0 ,781.2 ,935.4 ,0.0 ,236.0 ,0.0 ,90 ,43.38 
141.3 ,203.5 ,748.5 ,971.8 ,0.0 ,212.0 ,0.0 ,28 ,29.89 
166.8 ,203.5 ,692.6 ,975.6 ,0.0 ,250.2 ,0.0 ,3 ,6.90 
122.6 ,203.5 ,800.1 ,958.2 ,0.0 ,183.9 ,0.0 ,90 ,33.19 
183.9 ,203.5 ,800.0 ,959.2 ,0.0 ,122.6 ,0.0 ,3 ,4.90 
102.0 ,192.0 ,942.0 ,887.0 ,0.0 ,153.0 ,0.0 ,3 ,4.57 
102.0 ,192.0 ,942.0 ,887.0 ,0.0 ,153.0 ,0.0 ,90 ,25.46 
122.6 ,203.5 ,800.1 ,958.2 ,0.0 ,183.9 ,0.0 ,28 ,24.29 
166.8 ,203.5 ,692.6 ,975.6 ,0.0 ,250.2 ,0.0 ,28 ,33.95 
200.0 ,192.0 ,806.2 ,965.4 ,0.0 ,133.0 ,0.0 ,3 ,11.41 
108.3 ,203.5 ,849.0 ,938.2 ,0.0 ,162.4 ,0.0 ,28 ,20.59 
305.3 ,203.5 ,631.0 ,965.4 ,0.0 ,203.5 ,0.0 ,7 ,25.89 
108.3 ,203.5 ,849.0 ,938.2 ,0.0 ,162.4 ,0.0 ,90 ,29.23 
116.0 ,192.0 ,891.9 ,909.8 ,0.0 ,173.0 ,0.0 ,90 ,31.02 
141.3 ,203.5 ,748.5 ,971.8 ,0.0 ,212.0 ,0.0 ,7 ,10.39 
157.0 ,192.0 ,781.2 ,935.4 ,0.0 ,236.0 ,0.0 ,28 ,33.66 
133.0 ,192.0 ,839.2 ,927.4 ,0.0 ,200.0 ,0.0 ,28 ,27.87 
250.2 ,203.5 ,694.1 ,977.6 ,0.0 ,166.8 ,0.0 ,7 ,19.35 
173.0 ,192.0 ,856.8 ,946.8 ,0.0 ,116.0 ,0.0 ,7 ,11.39 
192.0 ,192.0 ,716.1 ,929.8 ,0.0 ,288.0 ,0.0 ,3 ,12.79 
192.0 ,192.0 ,716.1 ,929.8 ,0.0 ,288.0 ,0.0 ,28 ,39.32 
153.0 ,192.0 ,943.1 ,888.0 ,0.0 ,102.0 ,0.0 ,3 ,4.78 
288.0 ,192.0 ,717.8 ,932.0 ,0.0 ,192.0 ,0.0 ,3 ,16.11 
305.3 ,203.5 ,631.0 ,965.4 ,0.0 ,203.5 ,0.0 ,28 ,43.38 
236.0 ,192.0 ,749.1 ,972.6 ,0.0 ,157.0 ,0.0 ,7 ,20.42 
173.0 ,192.0 ,856.8 ,946.8 ,0.0 ,116.0 ,0.0 ,3 ,6.94 
212.0 ,203.5 ,750.0 ,973.4 ,0.0 ,141.3 ,0.0 ,7 ,15.03 
236.0 ,192.0 ,749.1 ,972.6 ,0.0 ,157.0 ,0.0 ,3 ,13.57 
183.9 ,203.5 ,800.0 ,959.2 ,0.0 ,122.6 ,0.0 ,90 ,32.53 
166.8 ,203.5 ,692.6 ,975.6 ,0.0 ,250.2 ,0.0 ,7 ,15.75 
102.0 ,192.0 ,942.0 ,887.0 ,0.0 ,153.0 ,0.0 ,7 ,7.68 
288.0 ,192.0 ,717.8 ,932.0 ,0.0 ,192.0 ,0.0 ,28 ,38.80 
212.0 ,203.5 ,750.0 ,973.4 ,0.0 ,141.3 ,0.0 ,28 ,33.00 
102.0 ,192.0 ,942.0 ,887.0 ,0.0 ,153.0 ,0.0 ,28 ,17.28 
173.0 ,192.0 ,856.8 ,946.8 ,0.0 ,116.0 ,0.0 ,28 ,24.28 
183.9 ,203.5 ,800.0 ,959.2 ,0.0 ,122.6 ,0.0 ,28 ,24.05 
133.0 ,192.0 ,839.2 ,927.4 ,0.0 ,200.0 ,0.0 ,90 ,36.59 
192.0 ,192.0 ,716.1 ,929.8 ,0.0 ,288.0 ,0.0 ,90 ,50.73 
133.0 ,192.0 ,839.2 ,927.4 ,0.0 ,200.0 ,0.0 ,7 ,13.66 
305.3 ,203.5 ,631.0 ,965.4 ,0.0 ,203.5 ,0.0 ,3 ,14.14 
236.0 ,192.0 ,749.1 ,972.6 ,0.0 ,157.0 ,0.0 ,90 ,47.78 
108.3 ,203.5 ,849.0 ,938.2 ,0.0 ,162.4 ,0.0 ,3 ,2.33 
157.0 ,192.0 ,781.2 ,935.4 ,0.0 ,236.0 ,0.0 ,7 ,16.89 
288.0 ,192.0 ,717.8 ,932.0 ,0.0 ,192.0 ,0.0 ,7 ,23.52 
212.0 ,203.5 ,750.0 ,973.4 ,0.0 ,141.3 ,0.0 ,3 ,6.81 
212.0 ,203.5 ,750.0 ,973.4 ,0.0 ,141.3 ,0.0 ,90 ,39.70 
153.0 ,192.0 ,943.1 ,888.0 ,0.0 ,102.0 ,0.0 ,28 ,17.96 
236.0 ,192.0 ,749.1 ,972.6 ,0.0 ,157.0 ,0.0 ,28 ,32.88 
116.0 ,192.0 ,891.9 ,909.8 ,0.0 ,173.0 ,0.0 ,28 ,22.35 
183.9 ,203.5 ,800.0 ,959.2 ,0.0 ,122.6 ,0.0 ,7 ,10.79 
108.3 ,203.5 ,849.0 ,938.2 ,0.0 ,162.4 ,0.0 ,7 ,7.72 
203.5 ,203.5 ,630.0 ,963.4 ,0.0 ,305.3 ,0.0 ,28 ,41.68 
203.5 ,203.5 ,630.0 ,963.4 ,0.0 ,305.3 ,0.0 ,3 ,9.56 
133.0 ,192.0 ,839.2 ,927.4 ,0.0 ,200.0 ,0.0 ,3 ,6.88 
288.0 ,192.0 ,717.8 ,932.0 ,0.0 ,192.0 ,0.0 ,90 ,50.53 
200.0 ,192.0 ,806.2 ,965.4 ,0.0 ,133.0 ,0.0 ,7 ,17.17 
200.0 ,192.0 ,806.2 ,965.4 ,0.0 ,133.0 ,0.0 ,28 ,30.44 
250.2 ,203.5 ,694.1 ,977.6 ,0.0 ,166.8 ,0.0 ,3 ,9.73 
122.6 ,203.5 ,800.1 ,958.2 ,0.0 ,183.9 ,0.0 ,3 ,3.32 
153.0 ,192.0 ,943.1 ,888.0 ,0.0 ,102.0 ,0.0 ,90 ,26.32 
200.0 ,192.0 ,806.2 ,965.4 ,0.0 ,133.0 ,0.0 ,90 ,43.25 
116.0 ,192.0 ,891.9 ,909.8 ,0.0 ,173.0 ,0.0 ,3 ,6.28 
173.0 ,192.0 ,856.8 ,946.8 ,0.0 ,116.0 ,0.0 ,90 ,32.10 
250.2 ,203.5 ,694.1 ,977.6 ,0.0 ,166.8 ,0.0 ,28 ,36.96 
305.3 ,203.5 ,631.0 ,965.4 ,0.0 ,203.5 ,0.0 ,90 ,54.60 
192.0 ,192.0 ,716.1 ,929.8 ,0.0 ,288.0 ,0.0 ,7 ,21.48 
157.0 ,192.0 ,781.2 ,935.4 ,0.0 ,236.0 ,0.0 ,3 ,9.69 
153.0 ,192.0 ,943.1 ,888.0 ,0.0 ,102.0 ,0.0 ,7 ,8.37 
141.3 ,203.5 ,748.5 ,971.8 ,0.0 ,212.0 ,0.0 ,90 ,39.66 
116.0 ,192.0 ,891.9 ,909.8 ,0.0 ,173.0 ,0.0 ,7 ,10.09 
141.3 ,203.5 ,748.5 ,971.8 ,0.0 ,212.0 ,0.0 ,3 ,4.83 
122.6 ,203.5 ,800.1 ,958.2 ,0.0 ,183.9 ,0.0 ,7 ,10.35 
166.8 ,203.5 ,692.6 ,975.6 ,0.0 ,250.2 ,0.0 ,90 ,43.57 
203.5 ,203.5 ,630.0 ,963.4 ,0.0 ,305.3 ,0.0 ,90 ,51.86 
310.0 ,192.0 ,830.0 ,1012.0 ,0.0 ,0.0 ,0.0 ,3 ,11.85 
310.0 ,192.0 ,830.0 ,1012.0 ,0.0 ,0.0 ,0.0 ,7 ,17.24 
310.0 ,192.0 ,830.0 ,1012.0 ,0.0 ,0.0 ,0.0 ,28 ,27.83 
310.0 ,192.0 ,830.0 ,1012.0 ,0.0 ,0.0 ,0.0 ,90 ,35.76 
310.0 ,192.0 ,830.0 ,1012.0 ,0.0 ,0.0 ,0.0 ,120 ,38.70 
331.0 ,192.0 ,821.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,3 ,14.31 
331.0 ,192.0 ,821.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,7 ,17.44 
331.0 ,192.0 ,821.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,28 ,31.74 
331.0 ,192.0 ,821.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,90 ,37.91 
331.0 ,192.0 ,821.0 ,1025.0 ,0.0 ,0.0 ,0.0 ,120 ,39.38 
349.0 ,192.0 ,809.0 ,1056.0 ,0.0 ,0.0 ,0.0 ,3 ,15.87 
349.0 ,192.0 ,809.0 ,1056.0 ,0.0 ,0.0 ,0.0 ,7 ,9.01 
349.0 ,192.0 ,809.0 ,1056.0 ,0.0 ,0.0 ,0.0 ,28 ,33.61 
349.0 ,192.0 ,809.0 ,1056.0 ,0.0 ,0.0 ,0.0 ,90 ,40.66 
349.0 ,192.0 ,809.0 ,1056.0 ,0.0 ,0.0 ,0.0 ,120 ,40.86 
238.0 ,186.0 ,789.0 ,1119.0 ,0.0 ,0.0 ,0.0 ,7 ,12.05 
238.0 ,186.0 ,789.0 ,1119.0 ,0.0 ,0.0 ,0.0 ,28 ,17.54 
296.0 ,186.0 ,769.0 ,1090.0 ,0.0 ,0.0 ,0.0 ,7 ,18.91 
296.0 ,186.0 ,769.0 ,1090.0 ,0.0 ,0.0 ,0.0 ,28 ,25.18 
297.0 ,186.0 ,734.0 ,1040.0 ,0.0 ,0.0 ,0.0 ,7 ,30.96 
480.0 ,192.0 ,721.0 ,936.0 ,0.0 ,0.0 ,0.0 ,28 ,43.89 
480.0 ,192.0 ,721.0 ,936.0 ,0.0 ,0.0 ,0.0 ,90 ,54.28 
397.0 ,186.0 ,734.0 ,1040.0 ,0.0 ,0.0 ,0.0 ,28 ,36.94 
281.0 ,186.0 ,774.0 ,1104.0 ,0.0 ,0.0 ,0.0 ,7 ,14.50 
281.0 ,185.0 ,774.0 ,1104.0 ,0.0 ,0.0 ,0.0 ,28 ,22.44 
500.0 ,200.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,1 ,12.64 
500.0 ,200.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,3 ,26.06 
500.0 ,200.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,7 ,33.21 
500.0 ,200.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,14 ,36.94 
500.0 ,200.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,28 ,44.09 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,7 ,52.61 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,14 ,59.76 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,28 ,67.31 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,90 ,69.66 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,180 ,71.62 
540.0 ,173.0 ,613.0 ,1125.0 ,0.0 ,0.0 ,0.0 ,270 ,74.17 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,7 ,18.13 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,14 ,22.53 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,28 ,27.34 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,56 ,29.98 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,90 ,31.35 
350.0 ,203.0 ,775.0 ,974.0 ,0.0 ,0.0 ,0.0 ,180 ,32.72 
385.0 ,186.0 ,763.0 ,966.0 ,0.0 ,0.0 ,0.0 ,1 ,6.27 
385.0 ,186.0 ,763.0 ,966.0 ,0.0 ,0.0 ,0.0 ,3 ,14.70 
385.0 ,186.0 ,763.0 ,966.0 ,0.0 ,0.0 ,0.0 ,7 ,23.22 
385.0 ,186.0 ,763.0 ,966.0 ,0.0 ,0.0 ,0.0 ,14 ,27.92 
385.0 ,186.0 ,763.0 ,966.0 ,0.0 ,0.0 ,0.0 ,28 ,31.35 
331.0 ,192.0 ,825.0 ,978.0 ,0.0 ,0.0 ,0.0 ,180 ,39.00 
331.0 ,192.0 ,825.0 ,978.0 ,0.0 ,0.0 ,0.0 ,360 ,41.24 
349.0 ,192.0 ,806.0 ,1047.0 ,0.0 ,0.0 ,0.0 ,3 ,14.99 
